Date,Ville,Température (°C),Précipitations (mm)
2024-08-04,Vancouver,20.3,88.8
2024-08-04,Montreal,,24.3
2024-08-04,Calgary,29.3,23.4
2024-08-04,Ottawa,0.9,
2024-08-04,Edmonton,33.5,56.9
2024-08-04,Quebec City,-0.2,78.5
2024-08-04,Winnipeg,-6.3,4.0
2024-08-04,Halifax,21.6,50.3
2024-08-04,Victoria,22.6,7.0
2024-08-05,Toronto,4.8,88.4
2024-08-05,Vancouver,-5.3,
2024-08-05,Montreal,-8.2,
2024-08-05,Calgary,16.5,
2024-08-05,Ottawa,-8.7,
2024-08-05,Edmonton,14.6,
2024-08-05,Quebec City,,73.1
2024-08-05,Winnipeg,1.6,30.3
2024-08-05,Halifax,31.7,0.4
2024-08-05,Victoria,,81.7
2024-08-06,Toronto,11.3,73.0
2024-08-06,Vancouver,14.2,36.9
2024-08-06,Montreal,7.7,83.4
2024-08-06,Calgary,1.7,23.5
2024-08-06,Ottawa,3.5,47.0
2024-08-06,Edmonton,-3.7,
2024-08-06,Quebec City,13.2,95.1
2024-08-06,Winnipeg,33.5,
2024-08-06,Halifax,29.1,62.2
2024-08-06,Victoria,,5.9
2024-08-07,Toronto,29.3,
2024-08-07,Vancouver,-8.1,0.5
2024-08-07,Montreal,,4.3
2024-08-07,Calgary,6.3,
2024-08-07,Ottawa,10.8,75.4
2024-08-07,Edmonton,13.7,98.1
2024-08-07,Quebec City,,63.9
2024-08-07,Winnipeg,17.5,
2024-08-07,Halifax,7.2,7.5
2024-08-07,Victoria,34.8,
2024-08-08,Toronto,23.1,74.7
2024-08-08,Vancouver,,
2024-08-08,Montreal,22.3,81.8
2024-08-08,Calgary,18.2,8.6
2024-08-08,Ottawa,8.4,98.6
2024-08-08,Edmonton,22.1,38.3
2024-08-08,Quebec City,17.8,33.2
2024-08-08,Winnipeg,5.8,99.6
2024-08-08,Halifax,-5.5,56.9
2024-08-08,Victoria,-8.9,55.9
2024-08-09,Toronto,25.3,90.6
2024-08-09,Vancouver,-5.5,3.8
2024-08-09,Montreal,20.2,7.2
2024-08-09,Calgary,-5.0,
2024-08-09,Ottawa,23.6,
2024-08-09,Edmonton,-8.6,88.9
2024-08-09,Quebec City,30.9,98.6
2024-08-09,Winnipeg,1.5,
2024-08-09,Halifax,-3.2,28.1
2024-08-09,Victoria,0.4,
2024-08-10,Toronto,29.8,
2024-08-10,Vancouver,-6.7,74.8
2024-08-10,Montreal,34.9,89.5
2024-08-10,Calgary,-2.9,85.3
2024-08-10,Ottawa,,
2024-08-10,Edmonton,33.9,65.1
2024-08-10,Quebec City,12.2,29.3
2024-08-10,Winnipeg,25.7,64.6
2024-08-10,Halifax,22.1,
2024-08-10,Victoria,11.0,41.0
2024-08-11,Toronto,31.0,
2024-08-11,Vancouver,27.3,51.1
2024-08-11,Montreal,-5.1,27.6
2024-08-11,Calgary,19.2,83.7
2024-08-11,Ottawa,4.6,88.9
2024-08-11,Edmonton,32.9,98.7
2024-08-11,Quebec City,,
2024-08-11,Winnipeg,27.7,
2024-08-11,Halifax,29.3,
2024-08-11,Victoria,19.5,56.8
2024-08-12,Toronto,-3.7,25.9
2024-08-12,Vancouver,,49.7
2024-08-12,Montreal,,85.6
2024-08-12,Calgary,22.0,19.3
2024-08-12,Ottawa,5.7,27.3
2024-08-12,Edmonton,,48.9
2024-08-12,Quebec City,-1.8,69.0
2024-08-12,Winnipeg,13.3,69.7
2024-08-12,Halifax,18.5,17.7
2024-08-12,Victoria,-8.4,34.8
2024-08-13,Toronto,-8.6,82.9
2024-08-13,Vancouver,,5.9
2024-08-13,Montreal,,18.9
2024-08-13,Calgary,-5.8,72.3
2024-08-13,Ottawa,22.0,77.7
2024-08-13,Edmonton,20.6,
2024-08-13,Quebec City,19.6,
2024-08-13,Winnipeg,,64.2
2024-08-13,Halifax,4.9,21.4
2024-08-13,Victoria,-1.0,67.9
2024-08-14,Toronto,33.6,25.4
2024-08-14,Vancouver,,19.1
2024-08-14,Montreal,-5.9,32.5
2024-08-14,Calgary,4.2,25.5
2024-08-14,Ottawa,9.5,
2024-08-14,Edmonton,-7.8,67.9
2024-08-14,Quebec City,,76.2
2024-08-14,Winnipeg,22.0,
2024-08-14,Halifax,,9.8
2024-08-14,Victoria,11.6,87.3
2024-08-15,Toronto,,63.9
2024-08-15,Vancouver,,37.7
2024-08-15,Montreal,,7.5
2024-08-15,Calgary,28.9,82.5
2024-08-15,Ottawa,2.4,27.5
2024-08-15,Edmonton,19.2,17.5
2024-08-15,Quebec City,-10.0,
2024-08-15,Winnipeg,,
2024-08-15,Halifax,14.1,43.0
2024-08-15,Victoria,23.9,28.2
2024-08-16,Toronto,,
2024-08-16,Vancouver,31.4,57.1
2024-08-16,Montreal,5.7,42.2
2024-08-16,Calgary,25.7,17.1
2024-08-16,Ottawa,-8.5,
2024-08-16,Edmonton,24.5,82.5
2024-08-16,Quebec City,25.5,80.9
2024-08-16,Winnipeg,-9.2,
2024-08-16,Halifax,28.2,
2024-08-16,Victoria,24.8,
2024-08-17,Toronto,20.2,6.5
2024-08-17,Vancouver,17.3,
2024-08-17,Montreal,20.9,77.3
2024-08-17,Calgary,-4.6,
2024-08-17,Ottawa,,
2024-08-17,Edmonton,-2.6,
2024-08-17,Quebec City,6.7,
2024-08-17,Winnipeg,,25.2
2024-08-17,Halifax,,17.3
2024-08-17,Victoria,,60.6
2024-08-18,Toronto,-7.0,
2024-08-18,Vancouver,,55.1
2024-08-18,Montreal,13.1,95.5
2024-08-18,Calgary,,
2024-08-18,Ottawa,34.3,70.9
2024-08-18,Edmonton,1.6,49.1
2024-08-18,Quebec City,,
2024-08-18,Winnipeg,,61.5
2024-08-18,Halifax,21.0,99.0
2024-08-18,Victoria,28.7,35.0
2024-08-19,Toronto,-8.2,73.7
2024-08-19,Vancouver,22.6,17.3
2024-08-19,Montreal,,55.3
2024-08-19,Calgary,15.6,61.6
2024-08-19,Ottawa,,11.2
2024-08-19,Edmonton,,42.5
2024-08-19,Quebec City,30.6,47.9
2024-08-19,Winnipeg,,40.2
2024-08-19,Halifax,,84.5
2024-08-19,Victoria,13.3,64.8
2024-08-20,Toronto,3.8,39.8
2024-08-20,Vancouver,-1.5,23.2
2024-08-20,Montreal,-3.3,76.3
2024-08-20,Calgary,22.9,95.2
2024-08-20,Ottawa,,24.8
2024-08-20,Edmonton,14.7,75.4
2024-08-20,Quebec City,-5.3,33.4
2024-08-20,Winnipeg,,
2024-08-20,Halifax,14.4,35.8
2024-08-20,Victoria,8.8,50.5
2024-08-21,Toronto,,23.6
2024-08-21,Vancouver,4.1,67.6
2024-08-21,Montreal,-4.6,61.1
2024-08-21,Calgary,,85.8
2024-08-21,Ottawa,-5.4,
2024-08-21,Edmonton,28.2,42.3
2024-08-21,Quebec City,17.5,20.2
2024-08-21,Winnipeg,3.6,73.5
2024-08-21,Halifax,15.7,
2024-08-21,Victoria,-3.4,81.6
2024-08-22,Toronto,34.2,
2024-08-22,Vancouver,32.6,95.2
2024-08-22,Montreal,5.3,61.0
2024-08-22,Calgary,,
2024-08-22,Ottawa,28.3,12.3
2024-08-22,Edmonton,4.3,19.5
2024-08-22,Quebec City,,61.5
2024-08-22,Winnipeg,-9.6,18.2
2024-08-22,Halifax,-9.8,
2024-08-22,Victoria,,76.3
2024-08-23,Toronto,25.6,44.7
2024-08-23,Vancouver,-6.0,73.5
2024-08-23,Montreal,,75.6
2024-08-23,Calgary,13.7,15.0
2024-08-23,Ottawa,,74.8
2024-08-23,Edmonton,21.6,
2024-08-23,Quebec City,-8.7,28.2
2024-08-23,Winnipeg,22.3,28.9
2024-08-23,Halifax,-9.7,
2024-08-23,Victoria,17.2,
2024-08-24,Toronto,23.8,78.2
2024-08-24,Vancouver,-0.9,59.7
2024-08-24,Montreal,10.2,8.5
2024-08-24,Calgary,-2.6,50.0
2024-08-24,Ottawa,26.4,51.8
2024-08-24,Edmonton,-5.5,
2024-08-24,Quebec City,11.4,
2024-08-24,Winnipeg,34.5,68.6
2024-08-24,Halifax,9.7,8.7
2024-08-24,Victoria,,51.5
2024-08-25,Toronto,-5.6,72.7
2024-08-25,Vancouver,25.9,37.3
2024-08-25,Montreal,12.3,14.5
2024-08-25,Calgary,8.7,13.1
2024-08-25,Ottawa,13.6,71.7
2024-08-25,Edmonton,4.0,13.1
2024-08-25,Quebec City,5.3,31.3
2024-08-25,Winnipeg,,55.1
2024-08-25,Halifax,1.1,51.1
2024-08-25,Victoria,-2.8,0.0
2024-08-26,Toronto,,68.2
2024-08-26,Vancouver,,19.3
2024-08-26,Montreal,-1.8,74.4
2024-08-26,Calgary,34.9,40.6
2024-08-26,Ottawa,22.4,26.1
2024-08-26,Edmonton,23.3,39.7
2024-08-26,Quebec City,-1.8,42.9
2024-08-26,Winnipeg,0.4,95.1
2024-08-26,Halifax,19.1,91.4
2024-08-26,Victoria,-6.0,
2024-08-27,Toronto,25.2,8.3
2024-08-27,Vancouver,26.5,
2024-08-27,Montreal,5.3,84.8
2024-08-27,Calgary,23.4,13.7
2024-08-27,Ottawa,12.8,87.0
2024-08-27,Edmonton,,76.7
2024-08-27,Quebec City,27.2,4.0
2024-08-27,Winnipeg,-3.3,91.4
2024-08-27,Halifax,,50.8
2024-08-27,Victoria,21.8,
2024-08-28,Toronto,23.8,9.7
2024-08-28,Vancouver,0.6,8.7
2024-08-28,Montreal,-1.7,14.2
2024-08-28,Calgary,18.5,
2024-08-28,Ottawa,-7.1,0.8
2024-08-28,Edmonton,-1.2,58.2
2024-08-28,Quebec City,-2.5,7.1
2024-08-28,Winnipeg,15.6,
2024-08-28,Halifax,3.1,
2024-08-28,Victoria,0.7,56.8
2024-08-29,Toronto,23.7,15.8
2024-08-29,Vancouver,14.7,3.8
2024-08-29,Montreal,,57.0
2024-08-29,Calgary,9.0,15.6
2024-08-29,Ottawa,,76.9
2024-08-29,Edmonton,11.1,61.5
2024-08-29,Quebec City,14.4,
2024-08-29,Winnipeg,,81.5
2024-08-29,Halifax,13.5,
2024-08-29,Victoria,20.7,
2024-08-30,Toronto,,48.6
2024-08-30,Vancouver,22.6,63.5
2024-08-30,Montreal,26.0,
2024-08-30,Calgary,20.2,
2024-08-30,Ottawa,22.8,
2024-08-30,Edmonton,-2.4,
2024-08-30,Quebec City,19.9,63.1
2024-08-30,Winnipeg,13.2,50.8
2024-08-30,Halifax,,
2024-08-30,Victoria,28.4,20.4
2024-08-31,Toronto,-0.2,77.7
2024-08-31,Vancouver,17.9,38.3
2024-08-31,Montreal,,
2024-08-31,Calgary,,24.2
2024-08-31,Ottawa,4.5,37.3
2024-08-31,Edmonton,,81.3
2024-08-31,Quebec City,31.4,34.7
2024-08-31,Winnipeg,11.9,
2024-08-31,Halifax,-6.9,8.4
2024-08-31,Victoria,32.9,85.3
2024-09-01,Toronto,29.4,78.9
2024-09-01,Vancouver,10.6,78.1
2024-09-01,Montreal,28.7,5.4
2024-09-01,Calgary,-6.9,67.3
2024-09-01,Ottawa,-3.5,89.5
2024-09-01,Edmonton,25.8,27.2
2024-09-01,Quebec City,,31.3
2024-09-01,Winnipeg,7.2,
2024-09-01,Halifax,20.5,59.6
2024-09-01,Victoria,6.7,14.3
2024-09-02,Toronto,,84.0
2024-09-02,Vancouver,15.3,40.7
2024-09-02,Montreal,23.8,66.7
2024-09-02,Calgary,,
2024-09-02,Ottawa,12.6,66.9
2024-09-02,Edmonton,15.4,75.9
2024-09-02,Quebec City,33.5,29.7
2024-09-02,Winnipeg,0.3,46.8
2024-09-02,Halifax,23.6,
2024-09-02,Victoria,-4.0,12.7
2024-09-03,Toronto,-6.7,
2024-09-03,Vancouver,26.6,28.6
2024-09-03,Montreal,30.2,13.1
2024-09-03,Calgary,-0.3,98.6
2024-09-03,Ottawa,14.8,53.4
2024-09-03,Edmonton,22.6,90.7
2024-09-03,Quebec City,18.1,14.7
2024-09-03,Winnipeg,34.7,
2024-09-03,Halifax,17.7,
2024-09-03,Victoria,19.0,
2024-09-04,Toronto,,26.2
2024-09-04,Vancouver,-0.6,35.9
2024-09-04,Montreal,,41.8
2024-09-04,Calgary,-3.4,
2024-09-04,Ottawa,-6.5,1.1
2024-09-04,Edmonton,29.9,58.5
2024-09-04,Quebec City,34.3,34.7
2024-09-04,Winnipeg,,83.5
2024-09-04,Halifax,3.0,9.0
2024-09-04,Victoria,-3.1,18.0
2024-09-05,Toronto,34.7,61.4
2024-09-05,Vancouver,15.8,62.1
2024-09-05,Montreal,21.6,37.1
2024-09-05,Calgary,21.9,
2024-09-05,Ottawa,-1.6,36.0
2024-09-05,Edmonton,25.3,46.4
2024-09-05,Quebec City,-3.4,68.0
2024-09-05,Winnipeg,6.6,17.8
2024-09-05,Halifax,2.5,28.7
2024-09-05,Victoria,14.0,31.7
2024-09-06,Toronto,,78.5
2024-09-06,Vancouver,21.6,95.4
2024-09-06,Montreal,11.5,81.3
2024-09-06,Calgary,3.8,
2024-09-06,Ottawa,25.2,89.9
2024-09-06,Edmonton,32.1,93.4
2024-09-06,Quebec City,21.0,
2024-09-06,Winnipeg,,
2024-09-06,Halifax,7.0,
2024-09-06,Victoria,8.6,
2024-09-07,Toronto,15.8,67.2
2024-09-07,Vancouver,,24.9
2024-09-07,Montreal,30.3,
2024-09-07,Calgary,26.9,71.8
2024-09-07,Ottawa,23.8,63.7
2024-09-07,Edmonton,27.5,54.9
2024-09-07,Quebec City,-2.9,1.1
2024-09-07,Winnipeg,-2.7,18.4
2024-09-07,Halifax,26.4,
2024-09-07,Victoria,-7.3,53.1
2024-09-08,Toronto,1.8,
2024-09-08,Vancouver,26.6,
2024-09-08,Montreal,,75.1
2024-09-08,Calgary,22.9,54.8
2024-09-08,Ottawa,30.2,
2024-09-08,Edmonton,,23.5
2024-09-08,Quebec City,17.8,69.0
2024-09-08,Winnipeg,13.2,39.2
2024-09-08,Halifax,,
2024-09-08,Victoria,20.7,
2024-09-09,Toronto,,
2024-09-09,Vancouver,26.0,88.7
2024-09-09,Montreal,8.4,38.6
2024-09-09,Calgary,22.7,17.5
2024-09-09,Ottawa,18.7,67.2
2024-09-09,Edmonton,10.1,23.8
2024-09-09,Quebec City,16.9,39.0
2024-09-09,Winnipeg,,43.6
2024-09-09,Halifax,,35.2
2024-09-09,Victoria,-9.8,85.2
2024-09-10,Toronto,-0.8,35.6
2024-09-10,Vancouver,35.0,97.4
2024-09-10,Montreal,8.2,25.5
2024-09-10,Calgary,8.5,
2024-09-10,Ottawa,19.8,51.4
2024-09-10,Edmonton,,
2024-09-10,Quebec City,0.5,66.2
2024-09-10,Winnipeg,8.8,37.4
2024-09-10,Halifax,14.3,63.4
2024-09-10,Victoria,20.3,27.7
2024-09-11,Toronto,13.2,
2024-09-11,Vancouver,23.3,12.1
2024-09-11,Montreal,22.9,
2024-09-11,Calgary,11.3,87.8
2024-09-11,Ottawa,19.2,17.6
2024-09-11,Edmonton,-1.9,
2024-09-11,Quebec City,1.5,42.7
2024-09-11,Winnipeg,2.2,21.5
2024-09-11,Halifax,19.2,
2024-09-11,Victoria,1.4,
2024-09-12,Toronto,,43.1
2024-09-12,Vancouver,,
2024-09-12,Montreal,-3.5,31.2
2024-09-12,Calgary,,87.3
2024-09-12,Ottawa,17.1,
2024-09-12,Edmonton,-3.0,19.7
2024-09-12,Quebec City,32.6,80.3
2024-09-12,Winnipeg,-4.9,
2024-09-12,Halifax,34.3,42.6
2024-09-12,Victoria,23.4,37.0
2024-09-13,Toronto,-1.7,68.7
2024-09-13,Vancouver,34.2,60.5
2024-09-13,Montreal,-4.0,
2024-09-13,Calgary,6.8,88.4
2024-09-13,Ottawa,9.6,50.3
2024-09-13,Edmonton,34.8,
2024-09-13,Quebec City,3.2,56.7
2024-09-13,Winnipeg,,8.4
2024-09-13,Halifax,28.8,31.6
2024-09-13,Victoria,-5.2,
2024-09-14,Toronto,-2.1,52.5
2024-09-14,Vancouver,,40.5
2024-09-14,Montreal,12.7,30.2
2024-09-14,Calgary,-9.0,84.8
2024-09-14,Ottawa,17.8,46.6
2024-09-14,Edmonton,30.3,86.6
2024-09-14,Quebec City,,
2024-09-14,Winnipeg,,1.4
2024-09-14,Halifax,5.1,28.1
2024-09-14,Victoria,32.6,75.1
2024-09-15,Toronto,6.4,99.4
2024-09-15,Vancouver,7.7,75.6
2024-09-15,Montreal,7.7,69.2
2024-09-15,Calgary,27.9,18.3
2024-09-15,Ottawa,31.2,59.2
2024-09-15,Edmonton,11.0,76.9
2024-09-15,Quebec City,6.3,25.9
2024-09-15,Winnipeg,3.7,
2024-09-15,Halifax,24.3,
2024-09-15,Victoria,-0.3,77.9
2024-09-16,Toronto,11.3,67.3
2024-09-16,Vancouver,,
2024-09-16,Montreal,-7.7,91.5
2024-09-16,Calgary,9.7,81.7
2024-09-16,Ottawa,12.6,1.7
2024-09-16,Edmonton,-1.2,91.1
2024-09-16,Quebec City,,58.6
2024-09-16,Winnipeg,19.1,0.2
2024-09-16,Halifax,29.3,10.1
2024-09-16,Victoria,15.6,98.2
2024-09-17,Toronto,33.2,18.3
2024-09-17,Vancouver,,1.8
2024-09-17,Montreal,,71.6
2024-09-17,Calgary,-2.9,89.9
2024-09-17,Ottawa,12.7,24.0
2024-09-17,Edmonton,34.8,38.8
2024-09-17,Quebec City,25.6,14.0
2024-09-17,Winnipeg,16.7,33.6
2024-09-17,Halifax,16.0,7.6
2024-09-17,Victoria,-2.3,7.8
2024-09-18,Toronto,-3.3,16.0
2024-09-18,Vancouver,23.1,90.1
2024-09-18,Montreal,12.7,
2024-09-18,Calgary,-9.8,62.4
2024-09-18,Ottawa,,92.4
2024-09-18,Edmonton,,53.8
2024-09-18,Quebec City,19.4,82.8
2024-09-18,Winnipeg,14.7,92.9
2024-09-18,Halifax,-1.1,43.4
2024-09-18,Victoria,8.4,39.3
2024-09-19,Toronto,-1.8,84.8
2024-09-19,Vancouver,29.5,51.1
2024-09-19,Montreal,28.5,1.9
2024-09-19,Calgary,25.2,86.0
2024-09-19,Ottawa,32.5,13.5
2024-09-19,Edmonton,30.0,54.9
2024-09-19,Quebec City,-4.8,1.0
2024-09-19,Winnipeg,,27.1
2024-09-19,Halifax,19.6,12.0
2024-09-19,Victoria,27.9,21.3
2024-09-20,Toronto,4.7,65.1
2024-09-20,Vancouver,16.5,16.5
2024-09-20,Montreal,34.3,88.9
2024-09-20,Calgary,10.9,
2024-09-20,Ottawa,3.6,24.2
2024-09-20,Edmonton,,70.6
2024-09-20,Quebec City,-3.4,48.9
2024-09-20,Winnipeg,-4.9,73.5
2024-09-20,Halifax,18.2,58.0
2024-09-20,Victoria,31.7,19.6
2024-09-21,Toronto,,3.7
2024-09-21,Vancouver,3.6,
2024-09-21,Montreal,,
2024-09-21,Calgary,16.6,
2024-09-21,Ottawa,-4.5,7.4
2024-09-21,Edmonton,10.8,
2024-09-21,Quebec City,11.6,
2024-09-21,Winnipeg,,31.7
2024-09-21,Halifax,12.2,43.4
2024-09-21,Victoria,,
2024-09-22,Toronto,-7.2,99.9
2024-09-22,Vancouver,-6.2,14.1
2024-09-22,Montreal,-9.2,95.1
2024-09-22,Calgary,3.9,51.2
2024-09-22,Ottawa,21.5,24.3
2024-09-22,Edmonton,22.3,67.3
2024-09-22,Quebec City,22.5,34.4
2024-09-22,Winnipeg,5.7,11.4
2024-09-22,Halifax,29.0,93.0
2024-09-22,Victoria,17.3,
2024-09-23,Toronto,29.4,97.9
2024-09-23,Vancouver,,4.0
2024-09-23,Montreal,27.0,46.8
2024-09-23,Calgary,21.4,77.8
2024-09-23,Ottawa,3.8,
2024-09-23,Edmonton,,5.5
2024-09-23,Quebec City,8.5,59.9
2024-09-23,Winnipeg,,39.1
2024-09-23,Halifax,10.5,60.6
2024-09-23,Victoria,,
2024-09-24,Toronto,,19.1
2024-09-24,Vancouver,27.8,66.0
2024-09-24,Montreal,,
2024-09-24,Calgary,-7.3,82.8
2024-09-24,Ottawa,6.6,44.6
2024-09-24,Edmonton,-6.1,68.6
2024-09-24,Quebec City,-8.8,
2024-09-24,Winnipeg,22.1,53.2
2024-09-24,Halifax,18.8,79.6
2024-09-24,Victoria,16.3,
2024-09-25,Toronto,23.5,
2024-09-25,Vancouver,,
2024-09-25,Montreal,7.5,77.6
2024-09-25,Calgary,0.7,45.6
2024-09-25,Ottawa,-9.0,99.8
2024-09-25,Edmonton,4.8,27.8
2024-09-25,Quebec City,2.1,33.9
2024-09-25,Winnipeg,,94.4
2024-09-25,Halifax,9.3,
2024-09-25,Victoria,32.3,94.6
2024-09-26,Toronto,18.4,36.4
2024-09-26,Vancouver,,4.8
2024-09-26,Montreal,26.3,
2024-09-26,Calgary,20.5,
2024-09-26,Ottawa,,99.5
2024-09-26,Edmonton,29.6,97.3
2024-09-26,Quebec City,-5.3,
2024-09-26,Winnipeg,23.5,48.5
2024-09-26,Halifax,8.1,88.1
2024-09-26,Victoria,12.4,29.8
2024-09-27,Toronto,-0.8,83.5
2024-09-27,Vancouver,,48.6
2024-09-27,Montreal,-1.7,70.1
2024-09-27,Calgary,31.7,58.3
2024-09-27,Ottawa,22.2,14.3
2024-09-27,Edmonton,-1.7,24.9
2024-09-27,Quebec City,29.3,74.8
2024-09-27,Winnipeg,-9.5,
2024-09-27,Halifax,18.3,
2024-09-27,Victoria,,28.1
2024-09-28,Toronto,,
2024-09-28,Vancouver,23.5,22.7
2024-09-28,Montreal,2.6,50.9
2024-09-28,Calgary,33.7,13.9
2024-09-28,Ottawa,17.3,20.0
2024-09-28,Edmonton,,20.4
2024-09-28,Quebec City,16.8,
2024-09-28,Winnipeg,,89.6
2024-09-28,Halifax,,34.4
2024-09-28,Victoria,27.8,62.6
2024-09-29,Toronto,20.2,47.6
2024-09-29,Vancouver,,59.7
2024-09-29,Montreal,-5.5,
2024-09-29,Calgary,,31.2
2024-09-29,Ottawa,19.7,
2024-09-29,Edmonton,-1.4,87.8
2024-09-29,Quebec City,-7.9,6.1
2024-09-29,Winnipeg,34.7,
2024-09-29,Halifax,17.9,25.0
2024-09-29,Victoria,22.1,77.2
2024-09-30,Toronto,34.1,6.3
2024-09-30,Vancouver,8.8,88.1
2024-09-30,Montreal,11.2,11.8
2024-09-30,Calgary,-5.3,
2024-09-30,Ottawa,,84.2
2024-09-30,Edmonton,21.0,13.1
2024-09-30,Quebec City,-1.0,48.2
2024-09-30,Winnipeg,23.5,
2024-09-30,Halifax,34.7,
2024-09-30,Victoria,10.2,90.4
2024-10-01,Toronto,26.5,
2024-10-01,Vancouver,31.9,82.7
2024-10-01,Montreal,,
2024-10-01,Calgary,33.6,0.8
2024-10-01,Ottawa,5.4,8.1
2024-10-01,Edmonton,,96.1
2024-10-01,Quebec City,,2.8
2024-10-01,Winnipeg,5.0,84.8
2024-10-01,Halifax,7.5,64.4
2024-10-01,Victoria,26.5,
2024-10-02,Toronto,-4.9,80.4
2024-10-02,Vancouver,,
2024-10-02,Montreal,31.4,31.6
2024-10-02,Calgary,28.4,43.8
2024-10-02,Ottawa,-6.9,77.1
2024-10-02,Edmonton,29.5,21.6
2024-10-02,Quebec City,25.7,0.2
2024-10-02,Winnipeg,-3.0,55.6
2024-10-02,Halifax,,16.0
2024-10-02,Victoria,,
2024-10-03,Toronto,-2.1,91.8
2024-10-03,Vancouver,-6.8,
2024-10-03,Montreal,-6.1,68.1
2024-10-03,Calgary,12.6,82.1
2024-10-03,Ottawa,31.5,
2024-10-03,Edmonton,31.2,
2024-10-03,Quebec City,24.6,96.1
2024-10-03,Winnipeg,,
2024-10-03,Halifax,8.3,39.5
2024-10-03,Victoria,13.7,48.7
2024-10-04,Toronto,,18.6
2024-10-04,Vancouver,-0.7,13.3
2024-10-04,Montreal,-6.3,
2024-10-04,Calgary,,33.5
2024-10-04,Ottawa,-6.9,91.1
2024-10-04,Edmonton,5.8,
2024-10-04,Quebec City,-4.2,
2024-10-04,Winnipeg,-0.2,25.5
2024-10-04,Halifax,12.2,94.5
2024-10-04,Victoria,-1.7,26.9
2024-10-05,Toronto,,67.9
2024-10-05,Vancouver,26.4,
2024-10-05,Montreal,-5.7,96.9
2024-10-05,Calgary,2.4,
2024-10-05,Ottawa,5.0,32.2
2024-10-05,Edmonton,,5.0
2024-10-05,Quebec City,,31.4
2024-10-05,Winnipeg,,
2024-10-05,Halifax,-0.9,81.0
2024-10-05,Victoria,,86.9
2024-10-06,Toronto,-8.3,18.9
2024-10-06,Vancouver,,
2024-10-06,Montreal,20.2,
2024-10-06,Calgary,,95.2
2024-10-06,Ottawa,1.1,75.6
2024-10-06,Edmonton,5.0,60.5
2024-10-06,Quebec City,,
2024-10-06,Winnipeg,7.7,18.7
2024-10-06,Halifax,-2.4,78.3
2024-10-06,Victoria,23.2,
2024-10-07,Toronto,,20.9
2024-10-07,Vancouver,31.6,27.1
2024-10-07,Montreal,19.2,
2024-10-07,Calgary,-7.1,61.5
2024-10-07,Ottawa,24.2,
2024-10-07,Edmonton,,
2024-10-07,Quebec City,-8.7,16.5
2024-10-07,Winnipeg,-1.6,73.4
2024-10-07,Halifax,6.0,51.0
2024-10-07,Victoria,6.5,
2024-10-08,Toronto,4.5,73.1
2024-10-08,Vancouver,24.9,80.1
2024-10-08,Montreal,19.7,49.8
2024-10-08,Calgary,-7.7,
2024-10-08,Ottawa,,39.8
2024-10-08,Edmonton,-8.8,21.4
2024-10-08,Quebec City,30.0,63.5
2024-10-08,Winnipeg,,5.1
2024-10-08,Halifax,-1.8,23.4
2024-10-08,Victoria,-9.5,85.9
2024-10-09,Toronto,16.2,40.3
2024-10-09,Vancouver,11.6,51.1
2024-10-09,Montreal,,43.5
2024-10-09,Calgary,-1.6,
2024-10-09,Ottawa,1.7,85.3
2024-10-09,Edmonton,16.2,59.6
2024-10-09,Quebec City,,
2024-10-09,Winnipeg,-5.9,
2024-10-09,Halifax,6.2,
2024-10-09,Victoria,4.0,31.1
2024-10-10,Toronto,5.3,37.4
2024-10-10,Vancouver,33.8,
2024-10-10,Montreal,17.8,12.1
2024-10-10,Calgary,5.8,6.3
2024-10-10,Ottawa,28.2,81.5
2024-10-10,Edmonton,29.9,
2024-10-10,Quebec City,5.1,96.4
2024-10-10,Winnipeg,21.9,76.7
2024-10-10,Halifax,-7.0,60.9
2024-10-10,Victoria,23.8,41.7
2024-10-11,Toronto,31.7,79.5
2024-10-11,Vancouver,-3.1,30.7
2024-10-11,Montreal,,
2024-10-11,Calgary,-3.7,55.0
2024-10-11,Ottawa,27.5,77.7
2024-10-11,Edmonton,24.7,21.5
2024-10-11,Quebec City,,
2024-10-11,Winnipeg,-8.3,
2024-10-11,Halifax,26.6,100.0
2024-10-11,Victoria,25.6,
2024-10-12,Toronto,13.1,25.4
2024-10-12,Vancouver,11.5,32.6
2024-10-12,Montreal,29.6,11.0
2024-10-12,Calgary,,
2024-10-12,Ottawa,25.1,96.8
2024-10-12,Edmonton,30.9,
2024-10-12,Quebec City,,61.0
2024-10-12,Winnipeg,4.4,
2024-10-12,Halifax,-9.2,18.5
2024-10-12,Victoria,31.0,
2024-10-13,Toronto,,89.9
2024-10-13,Vancouver,15.6,72.8
2024-10-13,Montreal,25.3,
2024-10-13,Calgary,15.5,
2024-10-13,Ottawa,24.7,83.1
2024-10-13,Edmonton,,
2024-10-13,Quebec City,26.0,16.2
2024-10-13,Winnipeg,,50.0
2024-10-13,Halifax,,54.3
2024-10-13,Victoria,23.0,51.2
2024-10-14,Toronto,,71.5
2024-10-14,Vancouver,-8.1,25.9
2024-10-14,Montreal,,3.6
2024-10-14,Calgary,20.9,57.2
2024-10-14,Ottawa,29.7,
2024-10-14,Edmonton,21.7,64.9
2024-10-14,Quebec City,-0.4,37.7
2024-10-14,Winnipeg,,6.3
2024-10-14,Halifax,0.6,47.8
2024-10-14,Victoria,33.1,
